5b64dc76a4af260e918828df,"西北工业大学明德学院,西北工业大学",http://www.xatrm.com/techexpert/detail/01212A452FC659B0E050007F01007315.jspx,"史晓亮,西安科技大学",,1, 武汉理工大学,https://baike.baidu.com/item/%E5%8F%B2%E6%99%93%E4%BA%AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650ed3a4af2609c49f1af4,"陕西师范大学党委,陕西师范大学",https://zh.wikipedia.org/zh-hans/%E7%A8%8B%E5%85%89%E6%97%AD,"程光旭,西安交通大学",,, 西安交通大学,http://clet.xjtu.edu.cn/info/1056/2105.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b643f01a4af2607336f8308,上海市第一人民医院外科,https://www.youlai.cn/super/docintro/43610/,"李继坤,上海交通大学",,,犐虾＝煌ù笱?http://js.guahao.com/expert/e4c0ec85-d95b-4061-855d-ece56d6ba876000?hospDeptId=dc84f1f0-366f-43aa-8405-7a880869c1cc000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646d77a4af260a39f3a1bd,教育部,http://www.baidu.com/link?url=5Z3EsM3yYzDo3FgeSVE8xoGUNHJMrVNnrsXPtSLtzLvzPJEpn_IHfxldjnyspFLB,"王廷华,四川大学",,,犓拇ù笱?http://sklb.scu.edu.cn/detail.html?type=postgraduateDetail&id=37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6542a7a4af2609c49f2ae5,"浙江师范大学,浙江师范大学化学与生命科学学院",http://www.baidu.com/link?url=eRS1WTUZM3n6UPgvxFjdWLVe14Colg4B4jhlqo25xczDiFWSHGFJmJRclQqRmjm2cuokl3V8GxiOqb4PBLS7Ca,"李春霞,中国科学院长春应用化学研究所",,,犝憬Ψ洞笱?http://sky.zjnu.edu.cn/2016/1010/c4853a85585/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6446bda4af2607336f856b,"|  学校校历  京ICP备",http://www.ucas.ac.cn/site/157?u=59930,"代小蓉,中国科学院城市环境研究所",,,犞泄蒲г撼鞘谢肪逞芯克?http://www.iue.cas.cn/nb/dw/fyjy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645f19a4af260a39f39d8b,|English|中国科学院,http://www.baidu.com/link?url=PX3QqFyIUstxYpP-UArKGB-i9y06xEUilOPqzh_sYoYZjRoGBsovuLc0a9PCYscGUDEwJRpL554rl_Dub1R9Ca6uzowhHIktdupVSUoKbaa,"李晴岚,中国科学院深圳先进技术研究院",,,犞泄蒲г荷钲谙冉际跹芯吭?http://people.ucas.edu.cn/~0036141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651f3ca4af2609c49f1fe2,化学化工学院,http://chem.ujn.edu.cn/detail.asp?id=3400,"张昭良,济南大学",,,",济南大学",https://baike.baidu.com/item/%E5%BC%A0%E6%98%AD%E8%89%AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\,Z,_?0Dl,s_J?O,3vb,_>_,;b4_fY,烤-,fI'fFfb_,#NAME?,0(U_,_E_l,Gs_/-,_>_b_v@,0@,A0(',3bZ,Y茶,_a__;b,_丕_,_?.,-_/_,-0('f,-?'f,_,#NAME?,W30蠊:_,_'f,"-0('ffI	Z","b	U_",吭,_昊:4)_ê,_\_,fI'f,-q峥,0(~2回寰b,,"]	f>",W3,__/v@__\,fI0(fb;;/,_溷_荬v@,_濂柒
5b64a297a4af260e91881796,国家行政学院中欧应急管理学院,http://app.finance.china.com.cn/stock/data/view_director.php?symbol=600807&id=115049,"佘廉,武汉理工大学",,,国家行政学院中欧应急管理学院,http://app.finance.china.com.cn/stock/data/view_director.php?symbol=900947&id=115049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64e128a4af260e91882a56,影测量与遥感学会,https://baike.baidu.com/item/%E9%99%88%E5%86%9B/2253387,"陈军,国家基础地理信息中心",,,国家基础地理信息中心,https://baike.baidu.com/item/%E9%99%88%E5%86%9B/2253387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644080a4af2607336f837d,国家煤炭工业局,https://baike.baidu.com/item/%E5%BE%90%E5%85%8B%E6%95%8F,"徐克敏,北京大学",,,国家煤炭工业局,https://baike.baidu.com/item/%E5%BE%90%E5%85%8B%E6%95%8F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b669f1ba4af2623f362303c,"大学,高能物理所,苏州大学",http://www.baidu.com/link?url=BIF7ZfLheaGmy1JApJNWmdV7cB6TbWbqpKX-DSgkTjeyeJzzM42aBbsPs7633NqZfKlan4tgtlV_cQp-eXyUC2rczgKjeoj-X74HlH3sEpQjIroie8GHCFVuCLuQYcuw,"赵宇亮,国家纳米科学中心",,,国家纳米科学中心,http://sourcedb.nanoctr.cas.cn/zw/zxrck/201106/t20110602_3281536.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6529b0a4af2609c49f2326,中国气象局,http://www.baidu.com/link?url=cHMk_XHxppiGwgjKwLQlEHp655VgIZKClwKPAkkt73-7FPMOGJcA7vGa3oatsNglCmimyAsshb_8od0NyT0jbq,"沈学顺,国家气象中心",,,国家气象中心,http://www.cma.gov.cn/2011xwzx/2011xqxkj/2011xqxkjkyljr/201410/t20141021_264616.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67360ba4af2623f3625ca2,国家人口计生委科学技术研究所,http://www.baidu.com/link?url=aJR7CK916pYZpoZixAA2dQ3Kjk3yh2vUZPM7zJYBxAEQYcQZs31YEYM0qg2k_5D5UpsZJNdQE8BW9ubqPDp0cQEAwR_YPgOj1_oiRl9r9jYaX0l4rQ0aW7tobKNGmAmd,"谷翊群,国家卫生计生委科学技术研究所",,,国家人口计生委科学技术研究所,https://baike.baidu.com/item/%E8%B0%B7%E7%BF%8A%E7%BE%A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c93da4af260e91882302,国家新药审评专家委员会,http://www.baidu.com/link?url=2BaI9kHSpTCHTNUz-I93A4RmahGXkzYOi3atKuWH35GUrHVSBKTHa4BLAlYxmSLXQdbFO34MoTV8haeYmLVT8HSOPdNvx10LpsbC4090YdKfHIVlj0GCjk_xJ8t6uLa8,"杜力军,清华大学",,,国家新药审评专家委员会,https://baike.baidu.com/item/%E6%9D%9C%E5%8A%9B%E5%86%9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67c657a4af2623f362852a,"国家重点实验室地理空间分析与系统模拟研究室,国家遥感中心地理信息部,九三学社北京委员会,九三学社中科院委员会",http://www.baidu.com/link?url=JkCLOP53cvyVlo0kF3JgBpXa7I-C_ADGX4ls-gvfGu2Wev-HDRnLQ6YBmS960djbEznHWlSUxpbSfuKONFRf0OoxyMZEJ6ycRJFX9DeTun0xc8iNcDuCZGmXupW4q1lT,"刘高焕,中国科学院地理科学与资源研究所",,,国家遥感中心地理信息部,https://baike.baidu.com/item/%E5%88%98%E9%AB%98%E7%84%95/11013795?fr=aladdin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6452b4a4af260a39f399cd,"|研究队,中国科学院首页|研究所",http://www.genetics.cas.cn/rczp/zpxx/201807/t20180723_5046769.html,"胡赞民,中国科学院遗传与发育生物学研究所",,,国科学院遗传与发育生物学研究所,http://sourcedb.genetics.cas.cn/zw/zjrck/200907/t20090721_2130976.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64420ba4af2607336f83f7,民盟中央,http://www.baidu.com/link?url=PxontR7ELaWBte6CZHdmsqEOyHuDHTYd_ZxggSxSIGftl_kPDRx4ENYAQ2suX6sZGvcZ9lrYQSVtLrgXISsi5K,"彭于发,中国农业科学院植物保护研究所",,1,国农业科学院植物保护研究所植物病虫害生物学国家重点实验室?http://www.sklbpi.cn/shuoshishengdaoshi/496.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64380aa4af2607336f80df,"|新闻中心,中国气象局,中国气象局国家气候中心",http://ncclcs.ncc-cma.net/Website/?NewsID=3455,"李伟平,中国科学院大气物理研究所",,,国气象局国家气候中心,http://ncclcs.ncc-cma.net/Website/?NewsID=3455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6541b1a4af2609c49f2a96,英国伦敦大学学院,http://daxue.netbig.com/621/teacher/274842/,"吴国雄,哈尔滨工程大学",,,哈尔滨工程大学,http://sec.hrbeu.edu.cn/09/93/c951a2451/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655a20a4af2609c49f3223,rchiver|手机版|小,http://www.cskaoyan.com/thread-38320-1-1.html,"杨武,哈尔滨工程大学",,1,哈尔滨工程大学,http://homepage.hrbeu.edu.cn/web/yangwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646d8ea4af260a39f3a1c4,教育部教学指导委员会核科学与技术分委员会,https://baike.baidu.com/item/%E9%98%8E%E6%98%8C%E7%90%AA,"阎昌琪,哈尔滨工程大学",,,哈尔滨工程大学,https://baike.baidu.com/item/%E9%98%8E%E6%98%8C%E7%90%AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6458faa4af260a39f39baf,rchiver|手机版|小,http://www.cskaoyan.com/thread-38321-1-1.html,"马春光,哈尔滨工程大学",,1,哈尔滨工程大学,http://homepage.hrbeu.edu.cn/web/machunguang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64a5caa4af260e9188188a,rchiver|手机版|小,http://www.baidu.com/link?url=oIVtFqQWABToNjlNhTHc8FfvqRHVJKfchwLcM7ztPVG9Z34XN9LPl1RYZGd-e36QYxyQ4e2mtTPOZjn88tgbha,"王念滨,哈尔滨工程大学",,,哈尔滨工程大学,http://homepage.hrbeu.edu.cn/web/wangnianbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66f038a4af2623f362486f,英才|网站联盟,http://www.baidu.com/link?url=8mFCO1T0Lhcbd26kL2PazuO_-V2LnX1VT6-0glB_cq7sBP2_We7McFQfOWIoQCigH-d5-YIWDkD49apAH4f-BK,"颜永得,哈尔滨工程大学",,1,哈尔滨工程大学,http://homepage.hrbeu.edu.cn/web/yanyongde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6434a3a4af2607336f7fdb,"|国际学校,ConferenceCentre|netbig.com|大学,欧洲移民|股票行情|网",http://bbs.netbig.com/thread-2834735-1-1.html,"冯玉杰,哈尔滨工业大学",,1,哈尔滨工业大学,http://waterlab.hit.edu.cn/33/47/c5513a144199/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6437cda4af2607336f80cc,中国土木工程学会结构可靠度专业委员会,http://homepage.hit.edu.cn/duanzd,"段忠东,哈尔滨工业大学",,,哈尔滨工业大学,http://homepage.hit.edu.cn/duanzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6494c8a4af260e9188137c,交叉科学研究院,http://school.freekaoyan.com/heilongjiang/hit/daoshi/2016/04-01/1459455409546268.shtml,"王_雪,哈尔滨工业大学",,,哈尔滨工业大学,http://homepage.hit.edu.cn/wangxue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6526e5a4af2609c49f2248,计算机科学与技术学院,http://yjs.hitwh.edu.cn/Html/?725.html,"季振洲,哈尔滨工业大学",,,哈尔滨工业大学,http://homepage.hit.edu.cn/jizhenzhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655f60a4af2609c49f33c6,rchiver|手机版|小,http://www.cskaoyan.com/thread-384-1-1.html,"叶允明,哈尔滨工业大学",,1,哈尔滨工业大学,http://www.hitsz.edu.cn/teacher/view/id-237.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6560aca4af2609c49f342a,空间环境材料行,http://homepage.hit.edu.cn/wuyiyong,"吴宜勇,哈尔滨工业大学",,,哈尔滨工业大学,http://homepage.hit.edu.cn/wuyiyong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64702aa4af260a39f3a27b,"澳大利亚阿德莱德大学电机工程学院,英国工程科技学会",http://www.baidu.com/link?url=DWjivzPSrsdWuRD6BJ0mxyVMPKmsyAkcknA9BPG1zU46mtnp3eHzsYSG2ptmLyTDMOk6xXK1saB3d_4ryMdv73yxTZiiyZDd7rzv8zdBqXwp2At9nkL6vQNpkpJqOtXZ,"潘正祥,哈尔滨工业大学",,1,哈尔滨工业大学,http://homepage.hit.edu.cn/panzhx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64ae9aa4af260e91881b13,"中国计算机学会（CCF）生物信息学专业组,中国计算机学会",http://homepage.hit.edu.cn/guomaozu,"郭茂祖,哈尔滨工业大学",,,哈尔滨工业大学,http://homepage.hit.edu.cn/guomaozu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b025a4af260e91881b89,"哈工大计算机科学与技术学院,哈工大,哈工大计算机科学",https://baike.baidu.com/item/%E5%A7%9C%E5%AE%88%E6%97%AD,"姜守旭,哈尔滨工业大学",,,哈尔滨工业大学,http://software.hit.edu.cn/teacher/show/118.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646325a4af260a39f39eb8,"中央开发株式会社技术开发部,日本中央开发株式会社技术开发部",http://www.baidu.com/link?url=8hCNsp9qGKCZridYNYF-BANlfYLE_92pCaAC9LFTX76FScQ1sscDIgfr709ph3Z0,"汤爱平,哈尔滨工业大学",,,哈尔滨工业大学,http://homepage.hit.edu.cn/tangaiping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64cf1fa4af260e918824c5,"欧洲声学学报,世界环境声学联盟,欧洲声学学会噪声委员会,欧洲声景联盟,国际声学与振动学会",http://homepage.hit.edu.cn/kangjian,"康健,哈尔滨工业大学",,,哈尔滨工业大学,http://homepage.hit.edu.cn/kangjian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64e004a4af260e918829fa,计算机科学与技术学院,http://yjs.hitwh.edu.cn/Html/?865.html,"韩希先,哈尔滨工业大学",,,哈尔滨工业大学,http://yjs.hitwh.edu.cn/Html/?865.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66ebc0a4af2623f3624712,"|编委会",http://www.eope.net/gxjmgc/CN/abstract/abstract13609.shtml,"高惠德,哈尔滨工业大学",,1,哈尔滨工业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66f15fa4af2623f36248cc,"盘锦供电公司,盘锦电业局,盘锦电业局生产技术部",http://www.baidu.com/link?url=TxZ9lrGt2txSFWYI2YIpYlqe-A9vv5c7TcrYyTfJ-j1kRKtD3BOZqU0Ka9-URxokwi-7QwOw12VXvk5bDl9zuK,"于泳,哈尔滨工业大学",,1,哈尔滨工业大学,http://peed.hit.edu.cn/b5/11/c4203a111889/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67ccd4a4af2623f362871b,"化工学院,哈工大,化工学院教授会",http://homepage.hit.edu.cn/yanggan,"甘阳,哈尔滨工业大学",,,哈尔滨工业大学,http://chemeng.hit.edu.cn/b5/66/c4224a111974/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b649468a4af260e91881369,"哈工大,哈工大汽车工程学院",http://yjs.hitwh.edu.cn/Html/?856.html,"崔文政,哈尔滨工业大学",,,哈尔滨工业大学（威海）,http://yjs.hitwh.edu.cn/Html/?856.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c17da4af260e918820ad,中国空间科学学会,http://www.baidu.com/link?url=IhG-wETHyqaStsOpY8BnlkOwiWzlgZovpIBMond5a7dwSPlSYC_8lnXUMizB4gwwrKIubF4oZHyRgnxLObk3smjHuc9rn8Ddf6bRBP8rUc7,"刘暾,哈尔滨工业大学",,,哈尔滨工业大学航天工程与力学系,https://baike.baidu.com/item/%E5%88%98%E6%9A%BE/13482245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b666dd7a4af2623f362216a,"省国土资源厅,哈尔滨工业大学,市委,牡丹江师范学院党委,省发展和改革委员会农村经济处,佳木斯市委,黑河市公安局,哈尔滨工业大学党委",http://district.ce.cn/newarea/sddy/201801/22/t20180122_27835072.shtml,"于凯,哈尔滨师范大学",,,哈尔滨师范大学,http://jj.hljkj.cn/qn/jcrc/2016/201606/t20160629_306693.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655116a4af2609c49f2f5e,黑龙江省医学会外科分会疝和腹壁外科学组,http://m.haodf.com/touch/doctor/DE4r0Fy0C9LuGRTzSLFmvjKn52sdVLS0n.htm,"宋瑞鹏,哈尔滨医科大学",,,哈尔滨医科大学,https://m.haodf.com/touch/doctor/DE4r0Fy0C9LuGRTzSLFmvjKn52sdVLS0n.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644290a4af2607336f8420,药学学报,http://202.97.205.109/hydmsmyw/info/1123/1261.htm,"董德利,哈尔滨医科大学",,1,哈尔滨医科大学,http://www.gk114.com/yjsyx/3076/3561/20120830139391.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b648048a4af260a39f3a73c,十余家英文医学期刊编委,https://baike.baidu.com/item/%E4%BB%BB%E6%99%93%E5%B9%B3/1023706,"任晓平,哈尔滨医科大学",,,哈尔滨医科大学,https://baike.baidu.com/item/%E4%BB%BB%E6%99%93%E5%B9%B3/1023706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66c126a4af2623f3623a3f,中国疾病预防控制中心,http://www.baidu.com/link?url=PEMVVkKzsIHYCluJXOHx7PH-EXExYB0GXNrhl_BzP_zXmxr4RFInM2Q7kEfgi_Ddf3dzczBk2j4RwH5QnYT7sLUCev7O-yidopuuIuYjcjO,"孙殿军,哈尔滨医科大学",,,哈尔滨医科大学,https://baike.baidu.com/item/%E5%AD%99%E6%AE%BF%E5%86%9B/20629387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b659340a4af2609c49f43cb,哈医大,http://www.baidu.com/link?url=Sk94EtAjCaAtFL8K1AzvNDiwbsoOKwGL5oXfFFzMLBzgw2VmN0AcL1z31e0b_Z-nr4QqPAkMh0ZXi3G_bpIue95qDlGeWiblzBaKE7RFIfi,"李悦,哈尔滨医科大学附属第一医院",,,哈尔滨医科大学附属第一医院,http://jj.hljkj.cn/qn/jcrc/2012/201209/t20120911_241293.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b18ca4af260e91881bf5,哈尔滨医大二附院,http://www.baidu.com/link?url=6u_2HWi-EDKIgzkrufZdnncRYm8YtnFlPKrbLz5weRsJ0pUSnOzoFTfqylpV_HCMkuA4yRMcotKPQ7bRibHmF0AABv5WKlO0JGBV8XPl2tC,"耿硕,哈尔滨医科大学",,1,哈尔滨医科大学附属第一医院,https://drgengshuo.haodf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6566ffa4af2609c49f3622,"海洋学院水产养殖系,海洋学院",http://s.hainu.edu.cn/ss/wxnewsshow.asp?id=10384760,"顾志峰,海南大学",,,海南大学,http://www.hainu.edu.cn/stm/haiyang/2014521/10384760.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65605ba4af2609c49f3411,|电子工程系,http://www.hainu.edu.cn/stm/xinxi/2011922/10409817.shtml,"任佳,海南大学",,,海南大学,http://www.hainu.edu.cn/stm/xinxi/2011922/10409817.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b677adba4af2623f3626f6b,应用化学系,http://www.baidu.com/link?url=eDEZ0WNtWC4l4oNXuSKktqXjzv5OGJVMvDpDthkA2FRgUVKYpKTSc0JbGku55BPjF2lkmgw_wlEHdDdE_aQ_9V0HeNr6YmbZVl9pIsxDHte,"胡广林,海南大学",,,海南大学,http://www.hainu.edu.cn/stm/cailiaohuagong/201394/10362883.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6697aaa4af2623f3622e00,海南省高校思想政治理论课教学指导委员会,http://www.baidu.com/link?url=mMBNPXM8tEjn6eThZFL-yxKIgw-5noNZGNUJbQG2pQ-dTNRrXKKvjpw4NT_O3YKtVOreDPyu4CG9dDsl9HcJHmoH7tJuVoeiV5CnAhmIHFm,"赵康太,南京大学",,,海南省高校思想政治理论课教学指导委员会,https://baike.baidu.com/item/%E8%B5%B5%E5%BA%B7%E5%A4%AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b652b8ca4af2609c49f23bf,国际一般系统研究会中国分会,https://baike.baidu.com/item/%E5%BC%A0%E8%AF%9A%E4%B8%80,"张诚一,海南师范大学",,,海南师范大学,https://baike.baidu.com/item/%E5%BC%A0%E8%AF%9A%E4%B8%80/50909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67728aa4af2623f3626d08,"中国化学会,海南师范学院",http://www.baike.com/wiki/%E6%AC%A7%E9%98%B3%E9%92%BA,"欧阳钺,海南师范大学",,,海南师范学院,http://www.baike.com/wiki/%E6%AC%A7%E9%98%B3%E9%92%BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646af0a4af260a39f3a10d,"|医院环境|医院,|医院",http://www.hyfyuan.com/Item/69-320-1.html,"谢毅强,海南医学院",,1,海南医学院,http://www.hyfyuan.com/Item/69-320-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6738a4a4af2623f3625d58,海峡两岸医药卫生交流协会眼科学专业委员会,http://www.baidu.com/link?url=-LdLeStUq4DWzh15AkpAE4V3umxKkcJfprHhdOfQalhup2lUnpyanTuOirTEmsb-8LNtZITrcgTfy7Da4H-OcuBnKA01LGvIwNPwEJvf577,"张晓博,厦门大学",,,海峡两岸医药卫生交流协会眼科学专业委员会,http://www.xiameneye.org.cn/ykzj/bnz/2015_1228_13131.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6512b1a4af2609c49f1c1a,生命信息与仪器工程学院,http://msite.eol.cn/1174/122021.shtml,"徐重光,杭州电子科技大学",,1,杭州电子工业学院,https://baike.baidu.com/item/%E5%BE%90%E9%87%8D%E5%85%89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64e36da4af260e91882b0a,浙江省杭电智慧城市研究中心,http://zitengshu.com/showfaculty.asp?id=179,"赵治栋,杭州电子科技大学",,,杭州电子科技大学电子信息学院,http://elec.hdu.edu.cn/showfaculty.asp?id=47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651322a4af2609c49f1c3c,"杭州师范学院物理系,杭州师范学院,物理系",http://www.baidu.com/link?url=GUvwMcXUOoaETpM0BM16Icjt-Z7e2bHy1n7un0mqjO1Yt5xRTx1qOYgQPnImZsijcGYYF02ZkviYEUDKzjxDUlkWWtF9Km-4n1mKfpxhjT3zPiUuvLh__k-5p1KQMOcC,"于秀源,杭州师范大学",,,杭州师范大学,http://school.freekaoyan.com/zhejiang/hznu/20140305/1394011329261576.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651c7ba4af2609c49f1f0d,杭妇院,http://www.hzwmhp.com/doctor/10.html,"张治芬,杭州市第一人民医院",,,杭州市第一人民医院,http://www.hzwmhp.com/doctor/10.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b668268a4af2623f3622793,"杭州市第一人民医院,杭州市第一人民医院耳鼻咽喉科",http://www.baidu.com/link?url=mO7QK44PKET7vozA5_spoY2aGiWV791o_cr25EXawxR4G_mjpLsfd18pKqBngzXUHvNSmIkqD2FICNhPYTBeBd9UzDyEC75c-u_n_TCvnwy,"曹晓林,中国人民解放军总医院",,,杭州市第一人民医院,http://haodf.health.sohu.com/doctor/DE4r0eJWGqZNSlfi7tuWtQ9C2br23VVO.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6541f1a4af2609c49f2aaa,"十届省政协,省政协",http://www.baike.com/wiki/%E5%88%98%E5%85%89%E5%A4%8D,"刘光复,合肥工业大学",,1,合肥工业大学,https://baike.baidu.com/item/%E5%88%98%E5%85%89%E5%A4%8D/19684342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b643264a4af2607336f7f2b,武汉大学天然高分子实验室,http://cailiaoquan.com/forum.php?mod=viewthread&tid=35276&extra=page%3D1,"王慧庆,合肥工业大学",,1,合肥工业大学,http://hgxy.hfut.edu.cn/website/index.php/cn/staff/lecturer/item/805-2013-12-12-13-15-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644c3fa4af2607336f8712,安徽省动漫科技艺术研究会,https://baike.baidu.com/item/%E6%A2%81%E6%98%8C%E5%8B%87,"梁昌勇,合肥工业大学",,,合肥工业大学,http://mbampa.hfut.edu.cn/display_teacher.asp?id=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67395ea4af2623f3625d8a,农产品生物化工教育部工程研究中心,http://www.baidu.com/link?url=ydCfO--LsyE61JTeNsNNCSo4B0suUWrpXslUKJihqs4nb77Z6kQh87L8QuqKK8j8poCh6VW-MNTk8dBKPO4O9a,"潘见,合肥工业大学",,,合肥工业大学,http://sbfe.hfut.edu.cn/_s113/2016/0930/c6504a136113/page.psp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64bd8ca4af260e91881f82,"九三学社中央,九三学社",http://www.baidu.com/link?url=y4hy69yKHGvS0oX0RuFSGMu_6iAG_XxcKOjrExsWD9c7_m-TIYHIdhL86AuTFh-zgvLeNy2uizMiwGz5Imv2NP468YasRIrXN44q-SJHNWW,"赵韩,合肥工业大学",,,合肥工业大学机械工程学院,http://jxxy.hfut.edu.cn/index.php/cn/szdw1/item/1462-2016-05-20-02-53-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b674617a4af2623f36260e7,"就业|实验室",http://www.litopbattery.com/html/szdw..info21655172.html,"连一苇,河北工程大学",,1,河北工程大学,http://www.litopbattery.com/html/szdw..info21655172.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645b6ea4af260a39f39c6d,"市人民医院,唐山市人民医院放化二科,唐山市人民医院,华北理工大学",https://www.tsrmyy.cn/Mobile/Doctor/Index?siteId=483,"孙国贵,河北联合大学",,,河北联合大学附属人民医院?https://www.tsrmyy.cn/Mobile/Doctor/Index?siteId=405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c539a4af260e918821ca,河北省作物生长调控实验室,http://renshi.hebau.edu.cn/html/zwxldz_1581_3045.html,"李存东,河北农业大学",,,河北农业大学,http://nongxue.hebau.edu.cn/szjj/zpgz/1455.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66680aa4af2623f3621fb1,河北农大食品科技学院,http://shipin.hebau.edu.cn/xueyuanlingdao/2016-04-11/217.html,"桑亚新,河北农业大学",,,河北农业大学食品科技学院,https://baike.baidu.com/item/%E6%A1%91%E4%BA%9A%E6%96%B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
